240.055, 129.613, 8.334, 13.586 False
239.778, 129.600, 8.334, 13.619 False
239.500, 129.587, 8.334, 13.652 False
239.223, 129.575, 8.334, 13.685 False
238.945, 129.562, 8.334, 13.718 False
238.668, 129.549, 8.334, 13.751 False
238.390, 129.537, 8.334, 13.784 False
238.113, 129.524, 8.334, 13.817 False
237.835, 129.512, 8.334, 13.850 False
237.558, 129.500, 8.334, 13.883 False
237.280, 129.488, 8.334, 13.916 False
237.003, 129.476, 8.334, 13.949 False
236.725, 129.464, 8.334, 13.982 False
236.447, 129.452, 8.334, 14.015 False
236.170, 129.440, 8.334, 14.048 False
235.892, 129.429, 8.334, 14.081 False
235.615, 129.417, 8.334, 14.114 False
235.337, 129.406, 8.334, 14.147 False
235.060, 129.395, 8.334, 14.180 False
234.782, 129.384, 8.334, 14.213 False
234.505, 129.373, 8.334, 14.246 False
234.227, 129.362, 8.334, 14.279 False
233.949, 129.351, 8.334, 14.312 False
233.672, 129.341, 8.334, 14.345 False
233.394, 129.330, 8.334, 14.378 False
233.117, 129.320, 8.334, 14.411 False
232.839, 129.310, 8.334, 14.444 False
232.561, 129.300, 8.334, 14.477 False
232.284, 129.290, 8.334, 14.510 False
232.006, 129.280, 8.334, 14.543 False
231.728, 129.271, 8.334, 14.576 False
231.451, 129.261, 8.334, 14.609 False
231.173, 129.252, 8.334, 14.642 False
230.896, 129.243, 8.334, 14.675 False
230.618, 129.234, 8.334, 14.708 False
230.340, 129.225, 8.334, 14.741 False
230.063, 129.216, 8.334, 14.774 False
229.785, 129.207, 8.334, 14.807 False
229.507, 129.198, 8.334, 14.840 False
229.230, 129.190, 8.333, 14.873 False
228.952, 129.181, 8.333, 14.906 False
228.674, 129.173, 8.333, 14.939 False
228.397, 129.165, 8.333, 14.972 False
228.119, 129.157, 8.333, 15.005 False
227.841, 129.149, 8.333, 15.038 False
227.564, 129.141, 8.333, 15.071 False
227.286, 129.133, 8.333, 15.104 False
227.008, 129.126, 8.333, 15.137 False
226.731, 129.118, 8.333, 15.170 False
226.453, 129.111, 8.333, 15.203 False
226.175, 129.104, 8.333, 15.236 False
225.898, 129.097, 8.333, 15.269 False
225.620, 129.090, 8.333, 15.302 False
225.342, 129.084, 8.333, 15.335 False
225.065, 129.077, 8.333, 15.368 False
224.787, 129.071, 8.333, 15.401 False
224.509, 129.065, 8.333, 15.434 False
224.231, 129.059, 8.333, 15.467 False
223.954, 129.053, 8.333, 15.500 False
223.676, 129.047, 8.333, 15.533 False
223.398, 129.042, 8.333, 15.566 False
223.121, 129.036, 8.333, 15.599 False
222.843, 129.031, 8.333, 15.632 False
222.565, 129.026, 8.333, 15.665 False
222.287, 129.021, 8.333, 15.698 False
222.010, 129.016, 8.333, 15.731 False
221.732, 129.011, 8.333, 15.764 False
221.454, 129.006, 8.333, 15.797 False
221.176, 129.002, 8.333, 15.830 False
220.899, 128.998, 8.333, 15.863 False
220.621, 128.993, 8.333, 15.896 False
220.343, 128.989, 8.333, 15.929 False
220.065, 128.985, 8.333, 15.962 False
219.788, 128.981, 8.333, 15.995 False
219.510, 128.978, 8.333, 16.028 False
219.232, 128.975, 8.333, 16.061 False
218.954, 128.971, 8.333, 16.094 False
218.677, 128.968, 8.333, 16.127 False
218.399, 128.965, 8.333, 16.160 False
218.121, 128.962, 8.333, 16.193 False
217.843, 128.959, 8.333, 16.226 False
217.566, 128.956, 8.333, 16.259 False
217.288, 128.953, 8.333, 16.292 False
217.010, 128.951, 8.333, 16.325 False
216.732, 128.948, 8.333, 16.358 False
216.455, 128.946, 8.333, 16.391 False
216.177, 128.943, 8.333, 16.424 False
215.899, 128.941, 8.333, 16.457 False
215.621, 128.939, 8.333, 16.490 False
215.343, 128.937, 8.333, 16.523 False
215.066, 128.935, 8.333, 16.556 False
214.788, 128.933, 8.333, 16.589 False
214.510, 128.931, 8.333, 16.622 False
214.232, 128.930, 8.333, 16.655 False
213.955, 128.928, 8.333, 16.688 False
213.677, 128.927, 8.333, 16.721 False
213.399, 128.926, 8.333, 16.754 False
213.121, 128.924, 8.333, 16.787 False
212.843, 128.923, 8.333, 16.820 False
212.566, 128.922, 8.333, 16.853 False
212.288, 128.921, 8.333, 16.886 False
212.010, 128.920, 8.333, 16.919 False
211.732, 128.920, 8.333, 16.952 False
211.455, 128.919, 8.333, 16.985 False
211.177, 128.918, 8.333, 17.018 False
210.899, 128.918, 8.333, 17.051 False
210.621, 128.917, 8.333, 17.084 False
210.343, 128.917, 8.333, 17.117 False
210.066, 128.917, 8.333, 17.150 False
209.788, 128.917, 8.333, 17.183 False
209.510, 128.917, 8.333, 17.216 False
209.232, 128.917, 8.333, 17.249 False
